date,adjclose,close,high,low,open,volume
2018-01-02,88.64049530029297,127.58000183105469,127.73999786376953,125.54000091552734,125.70999908447266,5626000
2018-01-03,89.2866439819336,128.50999450683594,128.94000244140625,126.9000015258789,127.45999908447266,5805500
2018-01-04,89.00873565673828,128.11000061035156,128.35000610351562,127.22000122070312,127.94999694824219,4598300
2018-01-05,88.86282348632812,127.9000015258789,128.10000610351562,127.0999984741211,127.97000122070312,4189200
2018-01-08,89.30052185058594,128.52999877929688,128.6300048828125,127.62999725341797,127.86000061035156,4826100
2018-01-09,88.82112884521484,127.83999633789062,128.94000244140625,127.79000091552734,128.42999267578125,4422300
2018-01-10,89.39085388183594,128.66000366210938,128.75999450683594,127.80000305175781,128.30999755859375,5292200
2018-01-11,92.10746765136719,132.57000732421875,133.32000732421875,128.75999450683594,128.9199981689453,11641300
2018-01-12,92.8230972290039,133.60000610351562,133.85000610351562,132.11000061035156,132.19000244140625,7232900
2018-01-16,91.7184066772461,132.00999450683594,133.8800048828125,131.60000610351562,133.6699981689453,6254200
2018-01-17,91.96156311035156,132.36000061035156,132.8000030517578,130.9600067138672,132.19000244140625,5632700
2018-01-18,91.42655944824219,131.58999633789062,132.5,131.02999877929688,132.35000610351562,5890000
2018-01-19,91.22508239746094,131.3000030517578,132.0,130.2100067138672,131.8300018310547,6048900
2018-01-22,92.10049438476562,132.55999755859375,132.55999755859375,131.27999877929688,131.3000030517578,5248800
2018-01-23,91.03056335449219,131.02000427246094,132.55999755859375,130.72999572753906,132.3800048828125,5747300
2018-01-24,91.28762817382812,131.38999938964844,132.6699981689453,131.07000732421875,131.3800048828125,6868200
2018-01-25,90.77349853515625,130.64999389648438,131.8699951171875,130.33999633789062,131.75999450683594,4597200
2018-01-26,91.1486587524414,131.19000244140625,131.75,130.3699951171875,130.7100067138672,6310500
2018-01-29,89.26580810546875,128.47999572753906,131.5800018310547,128.32000732421875,130.05999755859375,6350700
2018-01-30,87.00777435302734,125.2300033569336,128.00999450683594,125.19000244140625,127.61000061035156,8084000
2018-01-31,87.09112548828125,125.3499984741211,125.81999969482422,124.05000305175781,125.41999816894531,9626800
2018-02-01,87.24397277832031,125.56999969482422,125.62999725341797,124.05999755859375,125.5999984741211,7844500
2018-02-02,82.387451171875,118.58000183105469,123.94999694824219,117.63999938964844,123.94999694824219,13182600
2018-02-05,78.24651336669922,112.62000274658203,118.30000305175781,108.0199966430664,116.98999786376953,15414700
2018-02-06,81.41474914550781,117.18000030517578,117.62999725341797,110.76000213623047,111.19999694824219,18416300
2018-02-07,80.10161590576172,115.29000091552734,119.2699966430664,115.2300033569336,117.4000015258789,11535700
2018-02-08,78.0241928100586,112.30000305175781,115.88999938964844,112.20999908447266,115.16999816894531,9927500
2018-02-09,78.85795593261719,113.5,114.62000274658203,109.5,113.33999633789062,10922400
2018-02-12,79.19143676757812,113.9800033569336,115.8499984741211,112.91000366210938,114.80000305175781,8358200
2018-02-13,78.71202850341797,113.29000091552734,113.61000061035156,111.86000061035156,113.33999633789062,7065900
2018-02-14,78.9482650756836,113.62999725341797,114.05000305175781,111.4000015258789,112.5,7031900
2018-02-15,78.96229553222656,112.52999877929688,113.0199966430664,110.83999633789062,112.86000061035156,5405000
2018-02-16,78.68864440917969,112.13999938964844,112.94000244140625,111.20999908447266,112.3499984741211,5950400
2018-02-20,77.87467956542969,110.9800033569336,112.76000213623047,110.58000183105469,112.27999877929688,6810900
2018-02-21,76.52738952636719,109.05999755859375,112.05999755859375,109.05999755859375,111.13999938964844,6892300
2018-02-22,77.10981750488281,109.88999938964844,111.44000244140625,108.9000015258789,109.55000305175781,8176700
2018-02-23,79.00440979003906,112.58999633789062,112.73999786376953,110.25,110.45999908447266,6460200
2018-02-26,80.4148178100586,114.5999984741211,114.66000366210938,112.8499984741211,113.18000030517578,7405800
2018-02-27,79.72012329101562,113.61000061035156,116.05000305175781,113.61000061035156,114.87000274658203,6059700
2018-02-28,78.53427124023438,111.91999816894531,115.45999908447266,111.87999725341797,115.0199966430664,7441000
2018-03-01,78.61847686767578,112.04000091552734,113.9000015258789,110.97000122070312,111.52999877929688,7516700
2018-03-02,78.3377685546875,111.63999938964844,112.18000030517578,109.83000183105469,111.5,6607300
2018-03-05,79.39734649658203,113.1500015258789,113.33000183105469,111.0199966430664,111.4000015258789,7814900
2018-03-06,79.74820709228516,113.6500015258789,115.5199966430664,113.0199966430664,113.8499984741211,7957900
2018-03-07,79.88152313232422,113.83999633789062,115.08000183105469,112.62999725341797,112.94999694824219,6660000
2018-03-08,79.5376968383789,113.3499984741211,114.75,112.5999984741211,114.5999984741211,6095100
2018-03-09,82.25328063964844,117.22000122070312,117.38999938964844,114.23999786376953,114.30999755859375,8833300
2018-03-12,81.95154571533203,116.79000091552734,118.3499984741211,116.55999755859375,117.5,6877000
2018-03-13,81.71998596191406,116.45999908447266,118.18000030517578,116.0,117.2300033569336,6793100
2018-03-14,80.78673553466797,115.12999725341797,117.44999694824219,114.86000061035156,116.9800033569336,5051000
2018-03-15,81.10247802734375,115.58000183105469,116.20999908447266,114.75,115.36000061035156,4519700
2018-03-16,80.97616577148438,115.4000015258789,116.19000244140625,114.55999755859375,115.4000015258789,14909400
2018-03-19,79.91659545898438,113.88999938964844,115.2300033569336,113.22000122070312,115.06999969482422,4803500
2018-03-20,80.34465026855469,114.5,115.69999694824219,114.44000244140625,114.55000305175781,4587200
2018-03-21,82.12698364257812,117.04000091552734,118.11000061035156,114.80000305175781,114.9800033569336,6829600
2018-03-22,79.78329467773438,113.69999694824219,115.73999786376953,113.4800033569336,115.55000305175781,6297200
2018-03-23,79.27806854248047,112.9800033569336,115.7699966430664,112.69999694824219,114.37000274658203,6227200
2018-03-26,80.94109344482422,115.3499984741211,115.58999633789062,113.25,114.23999786376953,6868700
2018-03-27,80.45691680908203,114.66000366210938,116.86000061035156,113.9800033569336,115.75,5530800
2018-03-28,78.66056823730469,112.0999984741211,115.26000213623047,112.05999755859375,114.93000030517578,6985300
2018-03-29,80.0218734741211,114.04000091552734,114.43000030517578,112.27999877929688,112.29000091552734,6627800
2018-04-02,78.75884246826172,112.23999786376953,114.38999938964844,110.54000091552734,113.88999938964844,6228600
2018-04-03,80.57622528076172,114.83000183105469,114.9800033569336,112.08999633789062,112.5199966430664,6717300
2018-04-04,80.33062744140625,114.4800033569336,114.79000091552734,112.43000030517578,113.05000305175781,5727200
2018-04-05,82.30239868164062,117.29000091552734,117.88999938964844,114.69999694824219,114.87999725341797,7204900
2018-04-06,80.527099609375,114.76000213623047,117.01000213623047,113.38999938964844,116.37999725341797,7094500
2018-04-09,81.38317108154297,115.9800033569336,117.16999816894531,114.87999725341797,115.30000305175781,6933800
2018-04-10,83.39705657958984,118.8499984741211,119.83000183105469,117.5999984741211,117.5999984741211,7612800
2018-04-11,83.6777114868164,119.25,119.37999725341797,117.75,118.69000244140625,6246800
2018-04-12,83.66370391845703,119.2300033569336,120.66999816894531,118.6500015258789,119.70999908447266,6702000
2018-04-13,84.14787292480469,119.91999816894531,120.79000091552734,119.22000122070312,119.5199966430664,5508100
2018-04-16,84.6951904296875,120.69999694824219,121.70999908447266,119.7699966430664,120.5999984741211,4598000
2018-04-17,85.22848510742188,121.45999908447266,122.0,120.55999755859375,120.94000244140625,6488300
2018-04-18,86.88451385498047,123.81999969482422,124.88999938964844,122.4000015258789,122.45999908447266,9132500
2018-04-19,86.80731201171875,123.70999908447266,125.0,123.20999908447266,123.97000122070312,7159400
2018-04-20,85.82492065429688,122.30999755859375,123.45999908447266,121.45999908447266,123.37999725341797,7561200
2018-04-23,86.71611022949219,123.58000183105469,123.61000061035156,121.80000305175781,122.0,6113100
2018-04-24,85.98632049560547,122.54000091552734,125.04000091552734,121.75,124.36000061035156,7980500
2018-04-25,86.11262512207031,122.72000122070312,122.9000015258789,121.12000274658203,122.33999633789062,5331100
2018-04-26,87.16517639160156,124.22000122070312,124.30000305175781,122.30000305175781,122.66999816894531,6268400
2018-04-27,88.84925079345703,126.62000274658203,127.05000305175781,124.68000030517578,125.5,8836600
2018-04-30,87.7896957397461,125.11000061035156,127.9000015258789,125.05000305175781,127.0199966430664,7631600
2018-05-01,87.6142578125,124.86000061035156,124.91999816894531,123.08000183105469,124.02999877929688,7093700
2018-05-02,88.05634307861328,125.48999786376953,126.47000122070312,124.08999633789062,124.19999694824219,5909100
2018-05-03,88.42121887207031,126.01000213623047,126.12000274658203,123.83000183105469,124.58999633789062,6727700
2018-05-04,88.0843734741211,125.52999877929688,126.83999633789062,124.70999908447266,125.20999908447266,5403100
2018-05-07,87.67041778564453,124.94000244140625,128.39999389648438,124.44000244140625,126.58999633789062,6999700
2018-05-08,88.81416320800781,126.56999969482422,126.75,123.62999725341797,124.93000030517578,8937000
2018-05-09,90.32282257080078,128.72000122070312,130.4199981689453,128.08999633789062,128.4199981689453,11442700
2018-05-10,90.39300537109375,128.82000732421875,129.77999877929688,128.38999938964844,129.69000244140625,5446000
2018-05-11,91.10872650146484,129.83999633789062,130.75999450683594,128.52000427246094,129.38999938964844,8092300
2018-05-14,91.49465942382812,130.38999938964844,131.0800018310547,129.8000030517578,130.25,6212400
2018-05-15,91.03857421875,129.74000549316406,130.27000427246094,129.25,130.24000549316406,5201700
2018-05-16,90.9122543334961,129.55999755859375,129.72000122070312,128.3000030517578,129.2899932861328,5405100
2018-05-17,91.63424682617188,129.4600067138672,129.57000732421875,128.3800048828125,128.75999450683594,5241600
2018-05-18,90.50171661376953,127.86000061035156,129.14999389648438,127.80000305175781,128.9199981689453,6385800
2018-05-21,91.570556640625,129.3699951171875,129.41000366210938,128.27000427246094,128.7899932861328,5081200
2018-05-22,90.76361846923828,128.22999572753906,130.38999938964844,128.10000610351562,129.08999633789062,5444200
2018-05-23,91.09627532958984,128.6999969482422,128.7899932861328,126.55000305175781,127.08999633789062,6017200
2018-05-24,89.61695861816406,126.61000061035156,127.4000015258789,125.8499984741211,127.4000015258789,5906200
2018-05-25,86.48837280273438,122.19000244140625,124.76000213623047,121.22000122070312,124.54000091552734,8936600
